;gndIdentifier;GND_name;GND_occupation;GND_gender;GND_country;placeOfBirth;GND_birth;GND_death;periodOfActivity
13060;137918522X;Weldin, Hilmar;Lyriker;Männlich;Deutschland;;1971.0;;
13061;120455293;Czechowski, Heinz;Schriftsteller, Lyriker, Dramaturg, Librettist;Männlich;Deutschland;Dresden;1935.0;2009.0;
13062;104348976;Winter, Georg;Jurist, Unternehmer, Lyriker;Männlich;Deutschland;Hamburg;1941.0;;
13063;1043128239;Roth, Tobias;Literaturwissenschaftler, Lyriker, Journalist, Übersetzer;Männlich;Deutschland;München;1985.0;;
13064;131736183;Stolz, Rainer;Lyriker, Schriftsteller, Verlagskaufmann;Männlich;Deutschland;Hamburg;1966.0;;
13065;116441747;Felisch, Paul;Syndikusanwalt, Admiral, Lyriker, Schriftsteller;Männlich;Polen, Deutschland;Storkow (Mark);1855.0;1933.0;
13066;118560417;Kaser, Norbert C.;Schriftsteller, Lyriker;Unbekannt;Deutschland, Italien;Brixen;1947.0;1978.0;
13067;118513435;Borchardt, Rudolf;Schriftsteller, Lyriker, Dramatiker, Übersetzer, Klassischer Philologe, Schriftsteller;Männlich;Russland, Deutschland, Polen, Italien;Königsberg;1877.0;1945.0;
13068;1033570486;Merz, Klaus;Schriftsteller, Lyriker;Männlich;Schweiz, Deutschland;Tailfingen (Zollernalbkreis);1959.0;;
13069;118904418;Tiedge, Christoph August;Schriftsteller, Lyriker, Philosoph, Reisender, Gesellschafter, Librettist;Männlich;Deutschland;Gardelegen;1752.0;1841.0;
13070;118765833;Weber, Friedrich Wilhelm;Schriftsteller, Lyriker, Übersetzer, Arzt, Politiker;Männlich;Deutschland;Alhausen (Bad Driburg);1813.0;1894.0;
13071;118504533;Artmann, H. C.;Lyriker, Schriftsteller, Übersetzer, Drehbuchautor, Maler;Männlich;Deutschland, Österreich;Wien;1921.0;2000.0;
13072;1377336484;Faust, Christian;Übersetzer, Lyriker;Männlich;Deutschland, Luxemburg;Düsseldorf;1962.0;;
13073;1038062632;Heinrich, Mitch;Lyriker, Musiker;Männlich;Deutschland;Wuppertal;1964.0;;
13074;118546937;Hauptmann, Gerhart;Schriftsteller, Dramatiker, Lyriker, Lyriker;Männlich;Deutschland, Polen;Bad Salzbrunn;1862.0;1946.0;
13075;124525644;Erb, Gottfried;Politologe, Wirtschaftswissenschaftler, Redakteur, Schriftsteller, Lyriker;Männlich;Deutschland;Berlin;1931.0;2019.0;
13076;118607960;Schlegel, August Wilhelm von;Schriftsteller, Theaterkritiker, Kritiker, Übersetzer, Philologe, Orientalist, Librettist, Hochschullehrer, Literaturwissenschaftler, Lyriker;Männlich;Deutschland;Hannover;1767.0;1845.0;
13077;118814842;Mickel, Karl;Schriftsteller, Lyriker, Essayist, Dramatiker, Dramaturg;Männlich;Deutschland;Dresden;1935.0;2000.0;
13078;11853811X;Geibel, Emanuel;Schriftsteller, Übersetzer, Lehrer, Librettist, Lyriker, Dramatiker;Männlich;Griechenland, Deutschland;Lübeck;1815.0;1894.0;
13079;118562525;Kirsten, Wulf;Schriftsteller, Lektor <Verlag>, Lehrer, Lyriker;Männlich;Deutschland;Klipphausen;1934.0;2022.0;
13080;115782478;Bulla, Hans Georg;Schriftsteller, Lektor <Verlag>, Lyriker, Herausgeber;Männlich;Deutschland;Dülmen;1949.0;;
13081;118104810;Belke, Peter Joseph;Katholischer Theologe, Pfarrer, Lehrer, Lyriker;Männlich;Deutschland;Attendorn-Niederhelden;1815.0;1898.0;
13082;1328479595;Lemke, Joachim;Pantomime, Regisseur, Schauspieler, Autor, Lyriker;Männlich;Deutschland;Hamburg;1942.0;2001.0;1961
13083;122790472;König, Armin;Politiker, Kommunalpolitiker, Bürgermeister, Politologe, Blogger, Redakteur, Lyriker;Männlich;Deutschland;Illingen (Landkreis Neunkirchen, Saar);1957.0;;
13084;119076993;Hilbig, Wolfgang;Schriftsteller, Librettist, Handwerker, Arbeiter, Lyriker;Männlich;Deutschland;Meuselwitz;1941.0;2007.0;
13085;120622300;Schwarzenau, Paul;Evangelischer Theologe, Schriftsteller, Lyriker, Dramatiker;Männlich;Deutschland;Dortmund-Hörde;1923.0;2006.0;
13086;11869636X;Gomringer, Eugen;Schriftsteller, Lyriker, Kunsthistoriker, Librettist, Grafiker, Designer;Männlich;Bolivien, Deutschland, Schweiz;Cachuela Esperanza;1925.0;2025.0;
13087;116320680;Eye, August Johann Ludolf von;Philosoph, Kunsthistoriker, Schriftsteller, Maler, Lyriker, Schriftsteller, Bibliothekar;Männlich;Deutschland;;1825.0;1896.0;
13088;11728128X;Ludorff, Franz;Lyriker;Männlich;Deutschland;;1852.0;1898.0;
13089;116611804;Evers, Franz;Schriftsteller, Lyriker, Redakteur, Schriftsteller, Redakteur;Männlich;Deutschland;Winsen (Luhe);1871.0;1947.0;
13090;11860385X;Rüdiger, Kurt;Lyriker, Schriftsteller, Herausgeber, Verleger;Männlich;Deutschland;Frankfurt (Oder);1913.0;1992.0;
13091;118502867;Andrae, Oswald;Lyriker;Männlich;Deutschland;Jever;1926.0;1997.0;
13092;11855042X;Hesse, Hermann;Schriftsteller, Buchhändler, Maler, Pazifist, Librettist, Lyriker;Männlich;Schweiz, Deutschland;Calw;1877.0;1962.0;
13093;1038063760;Gangnus, Normen;Schriftsteller, Lyriker;Männlich;Deutschland;Aschersleben;1978.0;;
13094;1364040085;Sanft, Ernst Melodie;Lyriker;Männlich;Deutschland;;1974.0;;
13095;118544403;Haecker, Hans-Joachim;Lyriker, Dramatiker, Lehrer, Dramatiker;Männlich;Polen, Deutschland;Königsberg;1910.0;1994.0;
13096;118514512;Brasch, Thomas;Schriftsteller, Regisseur, Schriftsteller, Lyriker, Dramatiker, Musiker, Drehbuchautor, Regisseur, Filmschaffender, Sprecher, Übersetzer;Männlich;Deutschland;;1945.0;2001.0;
13097;1162958847;Poyraz;Lyriker;Männlich;Türkei, Deutschland;Istanbul;1968.0;;
13098;120147319;Baier, Horst;Soziologe, Arzt, Hochschullehrer, Lyriker, Schriftsteller;Männlich;Tschechische Republik, Deutschland;Brünn;1933.0;2017.0;
13099;119427265;Neumann, Peter Horst;Literaturwissenschaftler, Hochschullehrer, Germanist, Lyriker, Librettist;Männlich;Schweiz, Polen, Deutschland;Neisse;1936.0;2009.0;
13100;118514768;Brecht, Bertolt;Schriftsteller, Theaterintendant, Theaterregisseur, Dramatiker, Schauspieler, Lyriker, Regisseur, Drehbuchautor, Musiker, Librettist;Männlich;USA, Schweden, Deutschland, Dänemark;Augsburg;1898.0;1956.0;
13101;116277335;Poths-Wegner, Friedrich;Schriftsteller, Lyriker, Dramatiker, Kaufmann, Schriftsteller;Männlich;Deutschland;Wiesbaden;1844.0;1917.0;
13102;118577166;Mann, Thomas;Schriftsteller, Intellektueller, Musiker, Lyriker;Männlich;Japan, Schweiz, Deutschland, USA;Lübeck;1875.0;1955.0;
13103;124569994;Kaiser, Jan;Jurist, Richter, Wirtschaftsjurist, Dozent, Lyriker, Kinderbuchautor;Männlich;Deutschland;Lübeck;1976.0;;
13104;120309297;Detering, Heinrich;Literaturwissenschaftler, Übersetzer, Lyriker;Männlich;Deutschland, Dänemark;Neumünster;1959.0;;
13105;136272551X;Milautzki, Frank;Lyriker, Essayist, Künstler;Männlich;Deutschland;Miltenberg;1961.0;;
13106;118618725;Storm, Theodor;Schriftsteller, Lyriker, Jurist, Librettist;Männlich;Deutschland;Husum (Kreis Nordfriesland);1817.0;1888.0;
13107;119032511;Priesemann, Gerhard;Pädagoge, Lyriker, Hochschullehrer;Männlich;Deutschland;Hannover;1925.0;2011.0;
13108;118683829;Flaischlen, Cäsar;Schriftsteller, Chefredakteur, Kritiker, Dramatiker, Lyriker;Männlich;Deutschland;Stuttgart;1864.0;1920.0;
13109;105205524;Cremer, Hubert;Mathematiker, Lyriker;Männlich;Deutschland;München;1897.0;1983.0;
13110;120482096;Payk, Theo R.;Psychiater, Lyriker, Hochschullehrer, Psychotherapeut;Männlich;Deutschland;Gelsenkirchen;1938.0;;
13111;118690760;Gerke, Friedrich;Kunsthistoriker, Lyriker, Hochschullehrer;Männlich;Deutschland;Uelzen;1900.0;1966.0;
13112;116929154;Moris, Laurian;Schriftsteller, Redakteur, Lyriker;Männlich;Frankreich, Russland, Deutschland, Schweiz;;1824.0;1882.0;
13113;115489770;Floersheim, Georg L.;Arzt, Hautarzt, Lyriker;Männlich;Deutschland, Schweiz;Frankfurt am Main;1928.0;;
13114;114891710;Wolf, Gunther G.;Historiker, Philologe, Gymnasiallehrer, Lyriker;Männlich;Deutschland;Karlsruhe;1930.0;;
13115;130867519;Böhme, Olaf;Kabarettist, Lyriker, Schauspieler, Regisseur, Mathematiker;Männlich;Deutschland;Dresden;1953.0;2019.0;
13116;119055163;Palm, Erwin Walter;Archäologe, Kunsthistoriker, Schriftsteller, Lyriker, Übersetzer;Männlich;Deutschland, Italien, Großbritannien, Dominikanische Republik;Frankfurt am Main;1910.0;1988.0;
13117;118711075;Jouhy, Ernest;Kulturwissenschaftler, Sozialpädagoge, Hochschullehrer, Schriftsteller, Lyriker;Männlich;Deutschland, Frankreich;Berlin;1913.0;1988.0;
13118;117450944;Voss, Richard;Schriftsteller, Dramatiker, Bibliothekar, Lyriker;Männlich;Italien, Polen, Deutschland;Neu Grape;1851.0;1918.0;
13119;1050319125;Zelewski, Eberhart von;Schriftsteller, Lyriker;Männlich;Deutschland;Waldenburg (Schlesien);1892.0;;
13120;117491888;Vom Rath, Karl;Kunsthistoriker, Lyriker, Stadtrat;Männlich;Deutschland;Köln;1915.0;1986.0;
13121;128386630;Schmid, Franz;Arzt, Kinderarzt, Lyriker;Unbekannt;Deutschland;;1920.0;1997.0;
13122;118769820;Woike, Fritz;Schriftsteller, Lyriker;Unbekannt;Deutschland;Breslau;1890.0;1962.0;
13123;117444480;Seeler, Moriz;Journalist, Regisseur, Librettist, Lyriker, Filmproduzent, Filmproduzent, Theaterintendant, Regisseur;Männlich;Deutschland, Tschechoslowakei, Österreich, Polen;Greifenberg (Pommern);1896.0;1942.0;1922
13124;132374994;Horn, Norbert;Jurist, Hochschullehrer, Lyriker;Männlich;Deutschland;Wiesbaden;1936.0;2023.0;
13125;121644669;Böhm, Wolfgang;Agrarwissenschaftler, Genetiker, Hochschullehrer, Schriftsteller, Lyriker;Männlich;Deutschland;Brünlos;1936.0;2022.0;
13126;109834038;Eberbach, Wolfram H.;Jurist, Schriftsteller, Lyriker;Männlich;Deutschland;;1948.0;;1981
13127;119098075;Scherer, Georg;Philosoph, Lyriker;Männlich;Deutschland;Oberhausen (Rheinland);1928.0;2012.0;
13128;116831448;Greither, Aloys;Arzt, Hautarzt, Psychoanalytiker, Musiker, Kunsthistoriker, Musikwissenschaftler, Lyriker, Kunstsammler;Männlich;Österreich, Deutschland;Mittelberg;1913.0;1986.0;
13129;118504398;Arp, Hans;Künstler, Maler, Bildhauer, Grafiker, Lyriker, Librettist;Männlich;USA, Frankreich, Deutschland, Schweiz;Straßburg;1887.0;1966.0;
13130;116905751;Hirsch, Richard;Schriftsteller, Übersetzer, Lyriker;Männlich;Deutschland;Stettin;1865.0;1942.0;
13131;104033142;Jöcker, Detlev;Sänger, Musiker, Komponist, Liedermacher, Musikverleger;Männlich;Deutschland;Münster (Westf);1951.0;;
13132;103832432;Schöntges, Jürgen;Musiker, Lehrer, Volkssänger, Liedermacher, Autor, Herausgeber;Männlich;Deutschland;;1949.0;;
13133;103851801;Wader, Hannes;Komponist, Liedermacher, Sänger, Schauspieler, Musiker;Männlich;Deutschland;Bielefeld-Bethel;1942.0;;
13134;1194271936;Kirner, Florian;Kabarettist, Journalist, Liedermacher, Sänger, Musiker, Komponist, Autor;Männlich;Deutschland;München;1975.0;;
13135;1160111111;Linde, Tim;Sänger, Musiker, Liedermacher;Männlich;Deutschland;Krefeld;1976.0;;
13136;1160545456;Canani, Ozan Ata;Liedermacher, Lautenspieler, Arbeiter;Männlich;Deutschland, Türkei;Kahramanmaraş;1963.0;;
13137;1164795821;Winter, Chuck;Musiker, Liedermacher, Sänger, Gitarrist;Männlich;Deutschland;München;1994.0;;
13138;115110844;Fietz, Siegfried;Komponist, Sänger, Liedermacher, Produzent, Maler, Bildhauer;Männlich;Deutschland;Bad Berleburg;1946.0;;
13139;1079183833;Steffens, Peter;Liedermacher, Heimatschriftsteller;Männlich;Deutschland;Mayen;1914.0;1989.0;
13140;139522271;Loss, Hanno;Liedermacher, Komponist;Männlich;Deutschland;;1941.0;;
13141;118602195;Rohland, Peter;Musiker, Sänger, Liedermacher, Komponist;Männlich;Deutschland;;1933.0;1966.0;
13142;118715895;Kreisler, Georg;Kabarettist, Kabarettist, Komponist, Chansonnier, Pianist, Autor, Liedermacher, Schauspieler, Komponist, Schriftsteller;Männlich;USA, Deutschland, Österreich;Wien;1922.0;2011.0;
13143;138580510;Harfst, Samuel;Sänger, Liedermacher, Musikproduzent, Komponist;Männlich;Deutschland;Hüttenberg (Lahn-Dill-Kreis);1986.0;;
13144;1156652863;bierhorst;Sänger, Musiker, Liedermacher;Männlich;Deutschland;Konstanz;1963.0;;
13145;120257565X;Lenssen, Thomas;Liedermacher, Sänger;Männlich;Deutschland;Baden-Baden;1960.0;;
13146;1202957889;Schilgen, Lennart;Liedermacher, Kabarettist;Männlich;Deutschland;;1988.0;;
13147;1130687244;Hafner, Beni;Liedermacher, Sänger, Musiker, Komponist, Autor, Koch;Männlich;Deutschland;Tegernsee (Stadt);1992.0;;
13148;133975894;Weiherer, Christoph;Liedermacher, Kabarettist, Musiker;Männlich;Deutschland;Burghausen, Zeilarn;1980.0;;
13149;1076042821;Sluyterman von Langeweyde, Georg;Grafiker, Maler, Liedermacher;Männlich;Deutschland;Essen;1903.0;1978.0;
13150;1075776163;Monka, Matthias;Liedermacher, Sänger, Pianist;Männlich;Deutschland;Bremen;1971.0;;
13151;133251640;Schael, Stefan;Schauspieler, Autor, Liedermacher;Unbekannt;Deutschland;;1965.0;;
13152;1272358151;Kiesé, Holger;Diakon, Kirchenmusiker, Musiklehrer, Chorleiter, Liedermacher, Komponist, Dozent;Männlich;Deutschland;Esens;1959.0;;
13153;121668533;Pigor, Thomas;Kabarettist, Liedermacher, Komponist, Musiker, Autor, Sänger, Regisseur;Männlich;Deutschland;Alzey;1956.0;;
13154;122786173;Baltruweit, Fritz;Pfarrer, Komponist, Musiker, Liedermacher, Sänger, Gitarrist, Herausgeber;Männlich;Deutschland;Gifhorn;1955.0;;
13155;1069335614;Winkel, Werner;Liedermacher, Musiker, Komponist;Männlich;Deutschland;;1975.0;;
13156;120374684;Strauch, Peter;Pfarrer, Liedermacher, Autor, Komponist;Männlich;Deutschland;Wetter (Ruhr);1943.0;;
13157;1288643292;Maaß, Christoph;Erzieher, Musiker, Sänger, Komponist, Liedermacher;Unbekannt;Deutschland;Lauchhammer;1983.0;;
13158;1140937170;Zeh, Klaus;Sänger, Liedermacher, Schriftsteller, Musikjournalist;Unbekannt;Deutschland;;1965.0;;
13159;129722677;Neuhaus, Klaus;Komponist, Liedermacher, Musiker, Sänger, Librettist, Herausgeber, Schriftsteller;Männlich;Deutschland;;1952.0;;
13160;1154520455;Benneckenstein, Felix;Liedermacher, Autor;Männlich;Deutschland;;1986.0;;
13161;1300677910;Berresheim, Georg;Komiker, Liedermacher;Männlich;Deutschland;Mainz;1923.0;1987.0;
13162;128691026;Haage, Bernhard;Kinderbuchautor, Liedermacher, Komponist, Musiker, Sänger, Journalist;Männlich;Deutschland;;1966.0;;
13163;124252478;Gallé, Volker;Musiklehrer, Redakteur, Fotograf, Schriftsteller, Liedermacher, Komponist, Musiker, Singstimme;Männlich;Deutschland;Alzey;1955.0;;
13164;123895529;Ziegler, Oliver;Musiker, Komponist, Liedermacher;Männlich;Deutschland;München;1971.0;;
13165;128534001;Flesner, Hannes;Komponist, Musiker, Liedermacher, Autor, Kabarettist, Musikproduzent;Männlich;Deutschland;;1928.0;1984.0;
13166;128453435;Moßmann, Walter;Liedermacher, Komponist, Musiker, Publizist, Autor, Sänger;Männlich;Deutschland;Karlsruhe;1941.0;2015.0;
13167;1200889517;Zurek, Philipp;Lehrer, Liedermacher;Männlich;Deutschland;Bayreuth;1972.0;;
13168;128485302;Horn, Reinhard;Pädagoge, Komponist, Liedermacher, Musiker, Musikproduzent, Sänger, Herausgeber;Männlich;Deutschland;Lippstadt;1955.0;;
13169;1129884457;Mehler, Michael;Liedermacher, Kabarettist, Autor;Unbekannt;Deutschland;;1952.0;;
13170;1254080910;Sattler, Manuel;Musiker, Liedermacher, Sozialarbeiter;Unbekannt;Deutschland;;1976.0;;
13171;130320870;Mey, Reinhard;Liedermacher, Komponist, Gitarrist, Chansonnier, Musiker;Männlich;Deutschland;Berlin;1942.0;;
13172;124623271;Eryılmaz, Abdullah;Buchhändler, Schriftsteller, Liedermacher;Männlich;Deutschland, Türkei;;1958.0;;
13173;1203804970;Lex, Michael;Musiker, Liedermacher, Sänger;Männlich;Deutschland;Regensburg;1997.0;;
13174;128590236X;Lüer, Sigi;Musiker, Liedermacher;Männlich;Deutschland;Selm;1949.0;;
13175;1202362370;Ardouin Shand, Pablo;Folkmusiker, Liedermacher, Sänger;Männlich;Chile, Deutschland;Concepción (Chile);1951.0;;
13176;123723191;Jürgens, Stefan;Liedermacher, Kabarettist, Komponist, Musiker, Schauspieler;Männlich;Deutschland;Unna;1963.0;;
13177;122425510;Sauer, Markus;Rechtsanwalt, Liedermacher, Kabarettist;Männlich;Deutschland;Leverkusen;1966.0;;
13178;122615220;Gerbode, Willi F.;Kabarettist, Schriftsteller, Liedermacher, Musikjournalist;Unbekannt;Deutschland;;1955.0;;
13179;12020150X;Swoboda, Jörg;Komponist, Musiker, Pfarrer, Liedermacher;Männlich;Deutschland;Berlin (Ost);1947.0;;
13180;1310776865;Binhack, Jonathan;Liedermacher, Autor;Männlich;Deutschland, Kanada;Wiesbaden;1996.0;;
13181;1241148139;Ziepert, Andreas;Liedermacher;Männlich;Deutschland;Schönebeck;1962.0;;
13182;1241216622;Thiele, Tobias;Musiker, Gitarrist, Sänger, Liedermacher, Musikproduzent;Männlich;Deutschland;Berlin;1986.0;;
13183;120532506;Liersch, Siggi;Schriftsteller, Lehrer, Liedermacher, Werbetexter, Redakteur;Männlich;Deutschland;Frankfurt am Main;1954.0;;
13184;120896583;Metcalf, Robert;Liedermacher, Songwriter, Komponist, Musiker, Sänger;Männlich;Deutschland, Großbritannien;Birmingham;1947.0;;
13185;118858815;Stählin, Christof;Schriftsteller, Komponist, Musiker, Liedermacher, Sänger;Männlich;Deutschland;Rothenburg ob der Tauber;1942.0;2015.0;
13186;1012781178;Haller, Alexander;Unternehmer, Liedermacher;Männlich;Deutschland;;1923.0;;
13187;120374943;Krawczyk, Stephan;Liedermacher, Komponist, Sänger, Schriftsteller;Männlich;Deutschland;Weida;1955.0;;
13188;118524313;Degenhardt, Franz Josef;Liedermacher, Komponist, Rechtsanwalt, Musiker, Schriftsteller, Schauspieler, Sänger, Librettist;Männlich;Deutschland;Schwelm;1931.0;2011.0;
13189;118156470;Bayer, Thommie;Schriftsteller, Komponist, Musiker, Kabarettist, Liedermacher, Maler, Drehbuchautor;Männlich;Deutschland;Esslingen am Neckar;1953.0;;
13190;1208302248;Andres, Harald;Liedermacher, Gitarrist, Sänger;Männlich;Deutschland;Frankfurt am Main;1951.0;;
13191;136618707;Weghenkel, Harry;Lehrer, Liedermacher, Autor;Unbekannt;Deutschland;;1958.0;;
13192;134190033;Mantel, Ernst;Kabarettist, Liedermacher, Komödiant, Sänger;Männlich;Deutschland;Heuchlingen (Ostalbkreis);1956.0;;
13193;134432819;Kosse, Lothar;Liedermacher, Musiker, Gitarrist, Sänger, Komponist;Männlich;Deutschland;Hildesheim;1959.0;;
13194;135633788;Koppe, Thomas;Liedermacher, Schriftsteller;Unbekannt;Deutschland;Weimar;1973.0;;
13195;13490589X;Balk, Justin;Komponist, Liedermacher, Gitarrist, Sänger, Autor;Männlich;Deutschland;;1972.0;;
13196;1159799768;Pittkunnings, Bernd;Autor, Liedermacher, Kabarettist;Männlich;Deutschland;;1960.0;;
13197;13538236X;Herbst, Hanno;Komponist, Liedermacher, Arrangeur, Verleger, Musiker, Musikproduzent, Autor;Männlich;Deutschland;Mendig;1969.0;;
13198;135189810;Lassahn, Bernhard;Kinderbuchautor, Komponist, Musiker, Schriftsteller, Liedermacher, Stadtschreiber <Literatur>;Männlich;Deutschland;Coswig;1951.0;;
13199;135149479;Timm, Fred;Liedermacher, Komponist;Männlich;Deutschland;Hamburg;1968.0;;
13200;135049172;Pittkunings, Bernd;Liedermacher, Kabarettist, Autor;Männlich;Deutschland;;1960.0;;
13201;134382943;Geiss Haejm;Liedermacher, Liederdichter, Komponist;Männlich;Deutschland;Zwiesel;1951.0;2023.0;
13202;134519884;Seredzun, Harald;Komponist, Musiker, Liedermacher, Priester, Autor;Unbekannt;Deutschland;;1944.0;;
13203;1238812031;Flach, Bodo;Fotograf, Komponist, Liedermacher, Musiker;Männlich;Deutschland, Polen, Schweiz;Połczyn-Zdrój;1944.0;2020.0;
13204;1281237620;Lange, Norbert;Komponist, Musiker, Gitarrist, Liedermacher;Männlich;Deutschland;;1962.0;;
13205;1289435553;Mayer, Gringo;Sänger, Liedermacher, Entertainer;Männlich;Deutschland;Ludwigshafen am Rhein;1988.0;;
13206;1227523173;Baumgärtel, Rainer;Liedermacher, Autor;Männlich;Deutschland;Dresden;1960.0;;
13207;131767541X;Gump, Harry;Musiker, Liedermacher;Männlich;Deutschland;;1988.0;;
13208;1257341820;Jehle, Peter;Sänger, Gitarrist, Liedermacher, Musikalienhändler;Männlich;Deutschland;;1948.0;1999.0;
13209;121322793;Bittlinger, Clemens;Theologe, Liedermacher, Komponist, Musiker, Kolumnist, Pfarrer, Sänger, Herausgeber;Männlich;Deutschland;Mannheim;1959.0;;
13210;1339526735;Jahn, Lothar;Musiker, Komponist, Liedermacher, Kulturmanager, Musikwissenschaftler;Männlich;Deutschland;;1957.0;;
13211;141703547;Müller, Wolfgang;Sänger, Liedermacher, Musiker, Komponist, Songwriter;Männlich;Deutschland;Limburg a. d. Lahn;1975.0;;
13212;1037005791;Eggers, Gerd;Liedermacher, Schriftsteller;Männlich;Deutschland (DDR);Potsdam;1945.0;2018.0;1973.0
13213;103671960X;Shakibaei, Mohammad Ali;Schriftsteller, Liedermacher;Männlich;Iran, Deutschland;Behbehan;1958.0;;
13214;103580137X;Habermann, Andy;Liedermacher;Männlich;Deutschland;;1984.0;;
13215;123389712;Mattern, Ralf;Texter, Liedermacher;Unbekannt;Deutschland;;1964.0;;
13216;1051165288;Mürset, Markus;Kabarettist, Liedermacher, Musiker, Psychotherapeut, Pädagoge, Elektriker;Männlich;Deutschland;Thun;1963.0;;
13217;129259098X;Simon, Martin;Komponist, Liedermacher;Männlich;Deutschland;Bonn;1966.0;2000.0;
13218;1049995937;Underbirch, Andrew;Liedermacher, Autor;Männlich;Deutschland;;1976.0;;
13219;1050052099;Andruschkewitsch, Ingo;Gitarrist, Liedermacher, Sänger, Musiker;Männlich;Deutschland;Altensteig-Walddorf;1968.0;;
13220;1054383804;Hackel, Sebastian;Liedermacher, Popsänger, Gitarrist, Musiker, Komponist;Männlich;Deutschland;Zwickau;1989.0;;
13221;1315907194;Schneider, Uwe;Schriftsteller, Liedermacher;Männlich;Deutschland;Breitenbach (Landkreis Kassel);1954.0;;
